# Wigner-tomography RAW DATA -- SIMULATED BY THE DIGITAL TWIN (NOT a real measurement).
# Generated by spike/twin_wigner_tomography.py (engine: grating_tomography).
# Prepared state: coherent |gamma>, gamma = 0.919239 +0.919239j (|gamma|=1.3000, arg=0.7854 rad).
# Measurement: SDF/Ramsey characteristic-function readout, two quadratures.
#   P_x = 1/2(1 + C Re chi(beta)),  P_y = 1/2(1 + C Im chi(beta));  C=0.900, shots M=500/quadrature.
#   beta sampled on the disk |beta|<=4.00, uniform grid spacing h=0.33333.
# columns:  beta_re  beta_im  M  n_x  n_y  P_x  P_y
+1.00000 +1.00000 500 329 253 0.65800 0.50600
+1.33333 +1.00000 500 303 213 0.60600 0.42600
+1.66667 +1.00000 500 253 201 0.50600 0.40200
+2.00000 +1.00000 500 243 252 0.48600 0.50400
+2.33333 +1.00000 500 234 253 0.46800 0.50600
+2.66667 +1.00000 500 251 238 0.50200 0.47600
+3.00000 +1.00000 500 244 247 0.48800 0.49400
+3.33333 +1.00000 500 242 251 0.48400 0.50200
+3.66667 +1.00000 500 238 259 0.47600 0.51800
-3.66667 +1.33333 500 255 255 0.51000 0.51000
-3.33333 +1.33333 500 237 238 0.47400 0.47600
-3.00000 +1.33333 500 237 253 0.47400 0.50600
-2.66667 +1.33333 500 246 244 0.49200 0.48800
-2.33333 +1.33333 500 259 252 0.51800 0.50400
-2.00000 +1.33333 500 278 242 0.55600 0.48400
-1.66667 +1.33333 500 252 247 0.50400 0.49400
-1.33333 +1.33333 500 267 203 0.53400 0.40600
-1.00000 +1.33333 500 206 188 0.41200 0.37600
-0.66667 +1.33333 500 176 212 0.35200 0.42400
-0.33333 +1.33333 500 170 255 0.34000 0.51000
+0.00000 +1.33333 500 197 321 0.39400 0.64200
+0.33333 +1.33333 500 216 332 0.43200 0.66400
+0.66667 +1.33333 500 266 327 0.53200 0.65400
+1.00000 +1.33333 500 296 290 0.59200 0.58000
+1.33333 +1.33333 500 281 244 0.56200 0.48800
